Member_number,Date,itemDescription,,istext
1699,14-05-2015,citrus fruit,,TRUE
4954,4/5/2015,whole milk,,FALSE
2207,8/4/2015,frankfurter,,FALSE
4826,28-01-2015,ham,,TRUE
2374,8/6/2015,frankfurter,,FALSE
1604,18-08-2015,sausage,,TRUE
4437,29-11-2015,domestic eggs,,TRUE
2319,10/5/2015,whole milk,,FALSE
3018,27-06-2015,rolls/buns,,TRUE
1195,28-09-2015,whole milk,,TRUE
1768,4/9/2015,sausage,,FALSE
3017,28-09-2015,curd,,TRUE
3384,29-11-2015,bottled water,,TRUE
1918,30-01-2015,beef,,TRUE
2524,17-10-2015,frankfurter,,TRUE
2798,17-06-2015,chicken,,TRUE
2096,25-01-2015,sausage,,TRUE
1489,13-03-2015,pork,,TRUE
1431,20-07-2015,yogurt,,TRUE
2747,5/7/2015,whole milk,,FALSE
3054,22-03-2015,frankfurter,,TRUE
2691,9/10/2015,beef,,FALSE
1752,19-04-2015,pip fruit,,TRUE
3027,15-09-2015,sausage,,TRUE
4452,17-06-2015,pastry,,TRUE
4129,13-08-2015,chicken,,TRUE
3523,9/11/2015,root vegetables,,FALSE
2128,11/2/2015,whole milk,,FALSE
4867,3/2/2015,detergent,,FALSE
4762,30-10-2015,rolls/buns,,TRUE
1632,29-05-2015,house keeping products,,TRUE
4018,17-11-2015,yogurt,,TRUE
1722,13-07-2015,tropical fruit,,TRUE
1438,19-10-2015,tropical fruit,,TRUE
3958,27-10-2015,curd,,TRUE
3292,13-09-2015,beef,,TRUE
2861,23-02-2015,whole milk,,TRUE
1757,24-02-2015,pork,,TRUE
1509,30-12-2015,other vegetables,,TRUE
2364,11/5/2015,rolls/buns,,FALSE
3084,26-10-2015,frankfurter,,TRUE
1850,17-02-2015,yogurt,,TRUE
1949,17-03-2015,whole milk,,TRUE
4740,2/10/2015,bottled water,,FALSE
1072,23-10-2015,frankfurter,,TRUE
4196,9/7/2015,rolls/buns,,FALSE
4814,13-09-2015,whole milk,,TRUE
1514,28-02-2015,rolls/buns,,TRUE
4584,25-10-2015,chicken,,TRUE
2751,3/2/2015,tropical fruit,,FALSE
4155,24-09-2015,sausage,,TRUE
4670,11/10/2015,sausage,,FALSE
4566,27-07-2015,frankfurter,,TRUE
2371,30-08-2015,UHT-milk,,TRUE
3442,14-11-2015,rolls/buns,,TRUE
3090,27-09-2015,canned beer,,TRUE
1457,9/1/2015,yogurt,,FALSE
4952,8/4/2015,whipped/sour cream,,FALSE
3165,11/1/2015,rolls/buns,,FALSE
2608,19-09-2015,rolls/buns,,TRUE
2040,7/10/2015,beverages,,FALSE
1327,9/8/2015,rolls/buns,,FALSE
3363,7/1/2015,rolls/buns,,FALSE
1731,9/9/2015,bottled beer,,FALSE
2760,2/8/2015,citrus fruit,,FALSE
3120,14-01-2015,bottled water,,TRUE
1332,30-04-2015,pastry,,TRUE
4530,12/9/2015,domestic eggs,,FALSE
3145,23-02-2015,beef,,TRUE
1099,13-08-2015,spread cheese,,TRUE
3188,6/12/2015,tropical fruit,,FALSE
3748,13-10-2015,packaged fruit/vegetables,,TRUE
4655,31-03-2015,whole milk,,TRUE
1827,1/5/2015,meat,,FALSE
2485,17-02-2015,onions,,TRUE
4683,15-01-2015,frankfurter,,TRUE
4358,6/11/2015,beef,,FALSE
1931,9/10/2015,beef,,FALSE
2490,18-12-2015,sausage,,TRUE
4842,8/12/2015,chicken,,FALSE
4616,1/1/2015,canned beer,,FALSE
2810,22-09-2015,sausage,,TRUE
2785,18-10-2015,tropical fruit,,TRUE
3591,20-07-2015,frankfurter,,TRUE
3896,10/9/2015,sausage,,FALSE
3842,1/7/2015,beef,,FALSE
2648,10/7/2015,tropical fruit,,FALSE
4688,2/10/2015,yogurt,,FALSE
3511,26-08-2015,frankfurter,,TRUE
3084,4/9/2015,bottled beer,,FALSE
3810,7/5/2015,grapes,,FALSE
4348,26-02-2015,beverages,,TRUE
3584,10/3/2015,curd,,FALSE
2620,11/6/2015,ice cream,,FALSE
2716,18-01-2015,sausage,,TRUE
3797,10/8/2015,other vegetables,,FALSE
2976,2/6/2015,dessert,,FALSE
2762,7/11/2015,decalcifier,,FALSE
3752,25-04-2015,canned beer,,TRUE
1659,30-11-2015,coffee,,TRUE
4109,8/2/2015,berries,,FALSE
1542,7/8/2015,pork,,FALSE
2068,7/6/2015,frankfurter,,FALSE
4509,14-06-2015,pork,,TRUE
4646,14-06-2015,frankfurter,,TRUE
2122,7/4/2015,frozen dessert,,FALSE
2730,15-06-2015,chicken,,TRUE
1800,31-07-2015,vinegar,,TRUE
1456,18-09-2015,rolls/buns,,TRUE
1138,2/9/2015,whole milk,,FALSE
4104,12/6/2015,pork,,FALSE
4985,28-02-2015,rolls/buns,,TRUE
3181,13-12-2015,grapes,,TRUE
3178,21-10-2015,frankfurter,,TRUE
1688,10/11/2015,finished products,,FALSE
1488,28-11-2015,onions,,TRUE
4975,8/5/2015,tropical fruit,,FALSE
4697,9/1/2015,other vegetables,,FALSE
4742,11/1/2015,ham,,FALSE
2640,22-04-2015,other vegetables,,TRUE
2548,25-12-2015,curd,,TRUE
2825,29-12-2015,sausage,,TRUE
2592,4/7/2015,canned beer,,FALSE
3622,28-12-2015,ham,,TRUE
4852,21-08-2015,packaged fruit/vegetables,,TRUE
1839,3/9/2015,meat,,FALSE
2413,4/4/2015,whole milk,,FALSE
2982,14-06-2015,canned beer,,TRUE
1981,31-10-2015,chicken,,TRUE
4440,21-09-2015,rolls/buns,,TRUE
3497,24-11-2015,pet care,,TRUE
3668,18-12-2015,root vegetables,,TRUE
4460,28-05-2015,pastry,,TRUE
1335,16-01-2015,frankfurter,,TRUE
4303,7/12/2015,chicken,,FALSE
3508,28-02-2015,frozen dessert,,TRUE
1959,19-03-2015,citrus fruit,,TRUE
3856,6/3/2015,sausage,,FALSE
3141,29-07-2015,root vegetables,,TRUE
4640,25-09-2015,root vegetables,,TRUE
4851,25-05-2015,bottled beer,,TRUE
3306,22-09-2015,frankfurter,,TRUE
2193,8/4/2015,root vegetables,,FALSE
1156,13-09-2015,berries,,TRUE
4596,8/4/2015,hamburger meat,,FALSE
1245,8/10/2015,tropical fruit,,FALSE
1515,5/7/2015,frankfurter,,FALSE
2564,14-07-2015,frankfurter,,TRUE
4527,18-10-2015,soda,,TRUE
2487,9/7/2015,ice cream,,FALSE
3420,27-02-2015,beef,,TRUE
4442,28-11-2015,whole milk,,TRUE
3164,30-04-2015,pork,,TRUE
3601,1/4/2015,whole milk,,FALSE
3176,25-05-2015,bottled beer,,TRUE
2568,22-07-2015,pork,,TRUE
1856,26-10-2015,root vegetables,,TRUE
3859,30-09-2015,canned beer,,TRUE
1668,21-08-2015,citrus fruit,,TRUE
4499,23-08-2015,pip fruit,,TRUE
1753,21-08-2015,root vegetables,,TRUE
3829,25-06-2015,tropical fruit,,TRUE
4825,8/1/2015,beef,,FALSE
3694,10/11/2015,chicken,,FALSE
4147,2/1/2015,citrus fruit,,FALSE
2196,9/10/2015,meat,,FALSE
2229,22-05-2015,cream cheese ,,TRUE
4724,3/9/2015,citrus fruit,,FALSE
3066,11/10/2015,specialty bar,,FALSE
1120,8/6/2015,meat,,FALSE
4769,22-08-2015,citrus fruit,,TRUE
4711,17-09-2015,frankfurter,,TRUE
2391,22-06-2015,citrus fruit,,TRUE
1216,4/3/2015,turkey,,FALSE
3154,14-05-2015,citrus fruit,,TRUE
3911,30-07-2015,sausage,,TRUE
3111,15-10-2015,newspapers,,TRUE
1385,26-11-2015,whole milk,,TRUE
1158,21-03-2015,yogurt,,TRUE
2733,22-07-2015,yogurt,,TRUE
4999,26-12-2015,bottled water,,TRUE
2882,12/6/2015,berries,,FALSE
2590,25-06-2015,packaged fruit/vegetables,,TRUE
4249,4/8/2015,frankfurter,,FALSE
3012,3/5/2015,nuts/prunes,,FALSE
1533,7/11/2015,citrus fruit,,FALSE
1667,12/1/2015,beef,,FALSE
4323,13-05-2015,whole milk,,TRUE
2087,22-02-2015,other vegetables,,TRUE
1853,31-05-2015,beef,,TRUE
2157,29-10-2015,fish,,TRUE
1136,29-10-2015,other vegetables,,TRUE
2049,7/10/2015,tropical fruit,,FALSE
3122,2/5/2015,coffee,,FALSE
2245,15-05-2015,sausage,,TRUE
4746,18-10-2015,meat,,TRUE
4224,24-02-2015,chicken,,TRUE
4219,19-03-2015,berries,,TRUE
2641,1/1/2015,frozen meals,,FALSE
3173,25-07-2015,whipped/sour cream,,TRUE
2191,19-10-2015,beef,,TRUE
4212,7/4/2015,chicken,,FALSE
1902,1/12/2015,chicken,,FALSE
1347,27-03-2015,beef,,TRUE
1578,23-06-2015,packaged fruit/vegetables,,TRUE
1264,23-11-2015,sugar,,TRUE
4632,30-09-2015,frankfurter,,TRUE
3452,1/11/2015,berries,,FALSE
4822,10/2/2015,bottled water,,FALSE
3987,18-06-2015,sausage,,TRUE
1672,7/10/2015,whole milk,,FALSE
4864,1/12/2015,ice cream,,FALSE
3368,9/3/2015,frankfurter,,FALSE
1283,22-09-2015,root vegetables,,TRUE
4428,28-06-2015,sausage,,TRUE
2577,25-10-2015,sausage,,TRUE
1973,24-10-2015,beef,,TRUE
3284,23-01-2015,fruit/vegetable juice,,TRUE
1905,19-05-2015,sugar,,TRUE
2226,9/3/2015,berries,,FALSE
1932,4/9/2015,yogurt,,FALSE
4506,11/8/2015,pork,,FALSE
1843,27-11-2015,bottled beer,,TRUE
3973,27-07-2015,curd,,TRUE
1651,28-07-2015,beef,,TRUE
3997,12/10/2015,pork,,FALSE
4796,25-08-2015,white bread,,TRUE
1245,24-09-2015,grapes,,TRUE
3579,17-08-2015,potato products,,TRUE
4387,10/2/2015,root vegetables,,FALSE
2496,29-06-2015,chicken,,TRUE
3590,28-03-2015,chicken,,TRUE
2890,26-04-2015,fish,,TRUE
1401,27-01-2015,canned beer,,TRUE
3297,21-05-2015,other vegetables,,TRUE
2867,23-12-2015,chicken,,TRUE
1365,20-05-2015,other vegetables,,TRUE
2355,24-07-2015,tropical fruit,,TRUE
1170,19-03-2015,whole milk,,TRUE
3554,21-03-2015,beef,,TRUE
4171,26-01-2015,sausage,,TRUE
3963,17-09-2015,whole milk,,TRUE
3076,8/12/2015,rolls/buns,,FALSE
1629,17-05-2015,citrus fruit,,TRUE
1366,30-05-2015,whole milk,,TRUE
3677,29-07-2015,pastry,,TRUE
2844,21-05-2015,tropical fruit,,TRUE
4509,28-09-2015,sliced cheese,,TRUE
3245,11/5/2015,soda,,FALSE
2294,22-06-2015,ham,,TRUE
1234,20-11-2015,salty snack,,TRUE
3001,24-12-2015,whole milk,,TRUE
3587,5/8/2015,root vegetables,,FALSE
2700,22-01-2015,soda,,TRUE
3838,14-12-2015,curd,,TRUE
4045,22-12-2015,bottled water,,TRUE
1858,25-04-2015,packaged fruit/vegetables,,TRUE
2280,11/1/2015,tropical fruit,,FALSE
2454,6/4/2015,ham,,FALSE
4437,9/10/2015,pork,,FALSE
1685,30-03-2015,beverages,,TRUE
2349,26-02-2015,sausage,,TRUE
1463,24-12-2015,sausage,,TRUE
3470,19-02-2015,root vegetables,,TRUE
4914,29-11-2015,whole milk,,TRUE
2448,31-08-2015,frankfurter,,TRUE
3387,10/5/2015,soda,,FALSE
3167,4/11/2015,soda,,FALSE
3175,17-03-2015,frankfurter,,TRUE
2678,21-09-2015,berries,,TRUE
4627,18-12-2015,canned beer,,TRUE
1773,17-10-2015,frankfurter,,TRUE
3100,23-05-2015,frankfurter,,TRUE
3232,29-05-2015,berries,,TRUE
3673,12/8/2015,frankfurter,,FALSE
4068,19-11-2015,newspapers,,TRUE
2340,7/10/2015,frozen fish,,FALSE
1930,1/3/2015,tropical fruit,,FALSE
3526,2/6/2015,beef,,FALSE
1617,10/2/2015,rolls/buns,,FALSE
1028,11/7/2015,specialty chocolate,,FALSE
4440,1/12/2015,sparkling wine,,FALSE
3554,23-07-2015,citrus fruit,,TRUE
1632,15-12-2015,onions,,TRUE
1429,7/2/2015,whole milk,,FALSE
1225,20-05-2015,photo/film,,TRUE
2509,15-07-2015,hamburger meat,,TRUE
4945,2/8/2015,other vegetables,,FALSE
4342,18-03-2015,whole milk,,TRUE
1832,28-09-2015,pork,,TRUE
1518,21-06-2015,tropical fruit,,TRUE
1512,20-09-2015,chicken,,TRUE
4818,20-03-2015,other vegetables,,TRUE
4686,19-08-2015,sausage,,TRUE
4986,1/2/2015,whole milk,,FALSE
2755,6/2/2015,rolls/buns,,FALSE
4532,29-11-2015,hygiene articles,,TRUE
2070,16-08-2015,ice cream,,TRUE
1894,9/5/2015,curd,,FALSE
3473,25-01-2015,whole milk,,TRUE
2140,28-09-2015,onions,,TRUE
3286,23-12-2015,finished products,,TRUE
4729,8/4/2015,salt,,FALSE
3204,20-02-2015,tropical fruit,,TRUE
1574,18-04-2015,other vegetables,,TRUE
3361,22-07-2015,chocolate,,TRUE
1776,25-02-2015,ice cream,,TRUE
2009,11/10/2015,tropical fruit,,FALSE
3479,24-03-2015,frankfurter,,TRUE
2394,22-11-2015,butter,,TRUE
1337,25-12-2015,other vegetables,,TRUE
3574,13-06-2015,tropical fruit,,TRUE
1727,18-07-2015,citrus fruit,,TRUE
1016,5/10/2015,UHT-milk,,FALSE
4326,21-01-2015,beef,,TRUE
2212,22-09-2015,curd,,TRUE
1990,1/8/2015,citrus fruit,,FALSE
3836,6/12/2015,yogurt,,FALSE
4560,1/7/2015,bottled beer,,FALSE
1119,4/2/2015,grapes,,FALSE
1379,18-05-2015,pork,,TRUE
1658,3/9/2015,sausage,,FALSE
2948,16-06-2015,frankfurter,,TRUE
1273,4/5/2015,artif. sweetener,,FALSE
1155,27-12-2015,frankfurter,,TRUE
1672,5/2/2015,pip fruit,,FALSE
3841,2/4/2015,frankfurter,,FALSE
1683,20-08-2015,whole milk,,TRUE
1774,7/8/2015,domestic eggs,,FALSE
4441,17-06-2015,packaged fruit/vegetables,,TRUE
1929,2/5/2015,chicken,,FALSE
1273,31-01-2015,pork,,TRUE
2920,11/10/2015,citrus fruit,,FALSE
2467,18-04-2015,light bulbs,,TRUE
2678,28-11-2015,cream cheese ,,TRUE
3423,2/6/2015,sausage,,FALSE
4223,19-07-2015,citrus fruit,,TRUE
2846,23-09-2015,other vegetables,,TRUE
4103,26-07-2015,chicken,,TRUE
4789,2/5/2015,ice cream,,FALSE
4916,26-02-2015,pork,,TRUE
2518,3/5/2015,pork,,FALSE
2622,7/3/2015,onions,,FALSE
4321,29-01-2015,tropical fruit,,TRUE
2050,28-06-2015,whipped/sour cream,,TRUE
2146,20-06-2015,berries,,TRUE
3938,26-05-2015,berries,,TRUE
1636,19-09-2015,rolls/buns,,TRUE
4694,29-07-2015,ice cream,,TRUE
2432,7/7/2015,coffee,,FALSE
4937,18-05-2015,whole milk,,TRUE
1293,1/3/2015,whole milk,,FALSE
2883,17-02-2015,citrus fruit,,TRUE
2267,30-01-2015,beef,,TRUE
3997,9/6/2015,pork,,FALSE
4792,20-07-2015,turkey,,TRUE
2292,25-03-2015,margarine,,TRUE
1018,23-05-2015,butter milk,,TRUE
4922,13-02-2015,beef,,TRUE
3151,25-09-2015,bottled water,,TRUE
2517,4/7/2015,pip fruit,,FALSE
1499,17-05-2015,whole milk,,TRUE
4993,21-01-2015,chocolate,,TRUE
1606,11/11/2015,frankfurter,,FALSE
2918,10/8/2015,whole milk,,FALSE
1815,13-01-2015,sausage,,TRUE
4524,5/7/2015,grapes,,FALSE
1395,11/6/2015,brown bread,,FALSE
3456,16-06-2015,root vegetables,,TRUE
1597,5/2/2015,UHT-milk,,FALSE
2315,2/5/2015,onions,,FALSE
4095,29-09-2015,beef,,TRUE
3680,24-11-2015,pork,,TRUE
2847,23-11-2015,canned beer,,TRUE
3426,25-10-2015,yogurt,,TRUE
4750,4/8/2015,yogurt,,FALSE
1384,9/8/2015,pip fruit,,FALSE
3120,9/8/2015,meat,,FALSE
1081,25-04-2015,coffee,,TRUE
1171,5/5/2015,bottled water,,FALSE
4932,8/7/2015,bottled beer,,FALSE
4189,11/9/2015,sausage,,FALSE
4455,9/9/2015,shopping bags,,FALSE
2928,11/2/2015,pork,,FALSE
4817,18-03-2015,frankfurter,,TRUE
4257,28-06-2015,ice cream,,TRUE
4254,20-07-2015,root vegetables,,TRUE
4071,19-09-2015,sausage,,TRUE
2109,28-10-2015,sausage,,TRUE
1412,5/7/2015,root vegetables,,FALSE
4088,23-09-2015,canned vegetables,,TRUE
4056,20-10-2015,tropical fruit,,TRUE
4441,5/5/2015,grapes,,FALSE
4363,1/7/2015,whole milk,,FALSE
2107,27-11-2015,frankfurter,,TRUE
2941,23-02-2015,dessert,,TRUE
1497,26-07-2015,shopping bags,,TRUE
2211,1/1/2015,butter,,FALSE
3510,2/1/2015,frankfurter,,FALSE
4074,27-05-2015,pork,,TRUE
3190,21-11-2015,whole milk,,TRUE
2297,1/3/2015,brown bread,,FALSE
3311,1/7/2015,frozen fish,,FALSE
3085,21-01-2015,soda,,TRUE
3693,16-11-2015,whole milk,,TRUE
4859,7/7/2015,pork,,FALSE
2125,25-06-2015,whipped/sour cream,,TRUE
2261,4/4/2015,frankfurter,,FALSE
3679,27-11-2015,grapes,,TRUE
4165,18-08-2015,sausage,,TRUE
3538,1/3/2015,citrus fruit,,FALSE
3913,19-02-2015,ham,,TRUE
2336,14-04-2015,chewing gum,,TRUE
3549,1/8/2015,beef,,FALSE
4434,21-09-2015,beef,,TRUE
2854,8/2/2015,other vegetables,,FALSE
3413,8/2/2015,frankfurter,,FALSE
1780,13-10-2015,canned fish,,TRUE
2899,6/9/2015,sausage,,FALSE
2106,13-08-2015,bottled water,,TRUE
3929,30-07-2015,specialty cheese,,TRUE
3857,1/10/2015,bottled water,,FALSE
4459,18-12-2015,bottled water,,TRUE
4551,28-07-2015,chicken,,TRUE
4042,17-12-2015,frankfurter,,TRUE
2599,6/5/2015,chicken,,FALSE
1045,25-11-2015,chicken,,TRUE
4677,24-01-2015,butter,,TRUE
1580,14-06-2015,citrus fruit,,TRUE
3269,7/10/2015,whipped/sour cream,,FALSE
4368,29-01-2015,frankfurter,,TRUE
1111,20-11-2015,beef,,TRUE
4841,13-09-2015,chicken,,TRUE
3047,7/9/2015,sausage,,FALSE
4349,14-03-2015,citrus fruit,,TRUE
3580,24-11-2015,ice cream,,TRUE
2370,18-07-2015,specialty chocolate,,TRUE
3094,28-06-2015,frankfurter,,TRUE
1146,12/9/2015,pork,,FALSE
2287,16-12-2015,UHT-milk,,TRUE
3911,23-08-2015,UHT-milk,,TRUE
4891,19-04-2015,cookware,,TRUE
4837,2/12/2015,citrus fruit,,FALSE
4464,21-10-2015,sausage,,TRUE
2940,18-10-2015,frankfurter,,TRUE
4972,6/2/2015,citrus fruit,,FALSE
4890,3/7/2015,ham,,FALSE
4295,17-07-2015,ham,,TRUE
2729,24-09-2015,bottled water,,TRUE
1125,19-11-2015,popcorn,,TRUE
1850,11/1/2015,tropical fruit,,FALSE
2928,22-09-2015,frankfurter,,TRUE
3717,30-05-2015,hamburger meat,,TRUE
3809,24-03-2015,soda,,TRUE
3437,2/2/2015,sausage,,FALSE
1481,17-01-2015,yogurt,,TRUE
1050,4/5/2015,meat,,FALSE
2918,16-03-2015,red/blush wine,,TRUE
4499,8/8/2015,UHT-milk,,FALSE
4117,6/1/2015,brown bread,,FALSE
1630,22-05-2015,semi-finished bread,,TRUE
3715,11/5/2015,whole milk,,FALSE
3512,17-11-2015,cat food,,TRUE
1197,27-04-2015,citrus fruit,,TRUE
3958,4/3/2015,citrus fruit,,FALSE
4890,14-09-2015,meat,,TRUE
3112,19-05-2015,rolls/buns,,TRUE
4502,22-11-2015,root vegetables,,TRUE
4719,1/6/2015,tropical fruit,,FALSE
1516,28-01-2015,brown bread,,TRUE
4281,18-10-2015,shopping bags,,TRUE
1566,30-04-2015,grapes,,TRUE
4641,29-11-2015,ham,,TRUE
2561,26-02-2015,root vegetables,,TRUE
2344,17-12-2015,ice cream,,TRUE
2643,21-04-2015,tropical fruit,,TRUE
3236,9/4/2015,finished products,,FALSE
4863,30-12-2015,dessert,,TRUE
2264,12/1/2015,sparkling wine,,FALSE
3168,20-03-2015,other vegetables,,TRUE
1282,18-11-2015,misc. beverages,,TRUE
2832,2/11/2015,other vegetables,,FALSE
3067,27-11-2015,misc. beverages,,TRUE
1847,17-04-2015,dessert,,TRUE
3525,14-02-2015,frankfurter,,TRUE
1231,14-10-2015,sausage,,TRUE
3471,28-03-2015,meat,,TRUE
2421,22-11-2015,sausage,,TRUE
4092,14-06-2015,onions,,TRUE
1577,16-03-2015,beef,,TRUE
3463,13-06-2015,pip fruit,,TRUE
3518,1/8/2015,ham,,FALSE
4325,14-10-2015,yogurt,,TRUE
4947,18-11-2015,citrus fruit,,TRUE
2194,11/1/2015,other vegetables,,FALSE
2868,20-03-2015,pork,,TRUE
3211,30-09-2015,bathroom cleaner,,TRUE
4537,1/1/2015,ham,,FALSE
2243,15-09-2015,grapes,,TRUE
2399,21-01-2015,pastry,,TRUE
4133,22-01-2015,citrus fruit,,TRUE
2937,17-06-2015,photo/film,,TRUE
1029,14-03-2015,dessert,,TRUE
4384,22-09-2015,citrus fruit,,TRUE
3756,22-07-2015,soda,,TRUE
1646,19-06-2015,chewing gum,,TRUE
3066,30-11-2015,root vegetables,,TRUE
1259,27-11-2015,pork,,TRUE
2245,28-01-2015,turkey,,TRUE
3289,1/3/2015,tropical fruit,,FALSE
3742,22-08-2015,sausage,,TRUE
4537,9/4/2015,sausage,,FALSE
4531,29-09-2015,pork,,TRUE
3764,5/10/2015,sausage,,FALSE
1581,13-08-2015,grapes,,TRUE
2859,11/2/2015,grapes,,FALSE
2175,6/3/2015,other vegetables,,FALSE
1301,3/11/2015,pot plants,,FALSE
3465,1/11/2015,bottled water,,FALSE
2203,27-06-2015,prosecco,,TRUE
2113,16-08-2015,UHT-milk,,TRUE
3072,26-01-2015,bottled water,,TRUE
2805,17-08-2015,rolls/buns,,TRUE
2511,14-07-2015,specialty chocolate,,TRUE
2120,26-01-2015,beef,,TRUE
2346,24-04-2015,tropical fruit,,TRUE
2071,14-10-2015,beef,,TRUE
2610,26-02-2015,rolls/buns,,TRUE
3489,18-11-2015,berries,,TRUE
3458,13-08-2015,sausage,,TRUE
4869,6/2/2015,chicken,,FALSE
2580,11/4/2015,sausage,,FALSE
3305,24-06-2015,shopping bags,,TRUE
3811,24-06-2015,canned beer,,TRUE
1782,16-08-2015,soda,,TRUE
3050,7/4/2015,yogurt,,FALSE
4924,14-09-2015,rolls/buns,,TRUE
1480,21-11-2015,rolls/buns,,TRUE
3508,15-08-2015,whole milk,,TRUE
2545,18-11-2015,citrus fruit,,TRUE
3638,6/6/2015,citrus fruit,,FALSE
3971,30-12-2015,brown bread,,TRUE
4536,6/4/2015,tropical fruit,,FALSE
2707,12/6/2015,frankfurter,,FALSE
1382,29-09-2015,coffee,,TRUE
4648,14-09-2015,ham,,TRUE
2699,18-04-2015,other vegetables,,TRUE
3119,5/2/2015,sausage,,FALSE
4695,9/9/2015,pork,,FALSE
4778,24-08-2015,citrus fruit,,TRUE
3451,26-04-2015,tropical fruit,,TRUE
2221,16-12-2015,other vegetables,,TRUE
4217,23-11-2015,pork,,TRUE
1334,7/6/2015,chicken,,FALSE
2499,22-11-2015,root vegetables,,TRUE
3585,21-07-2015,citrus fruit,,TRUE
3161,8/11/2015,fruit/vegetable juice,,FALSE
2434,6/6/2015,beef,,FALSE
4448,6/1/2015,frankfurter,,FALSE
4597,13-07-2015,frankfurter,,TRUE
4584,9/10/2015,beef,,FALSE
1606,10/3/2015,ham,,FALSE
3323,12/11/2015,shopping bags,,FALSE
1308,14-03-2015,pork,,TRUE
1331,7/10/2015,condensed milk,,FALSE
2386,30-01-2015,chicken,,TRUE
3910,28-02-2015,sausage,,TRUE
4274,1/8/2015,bottled beer,,FALSE
3101,21-01-2015,chicken,,TRUE
4416,23-12-2015,finished products,,TRUE
2375,9/12/2015,pork,,FALSE
1819,9/9/2015,root vegetables,,FALSE
3981,2/10/2015,domestic eggs,,FALSE
3553,1/6/2015,domestic eggs,,FALSE
3846,28-01-2015,bottled water,,TRUE
3037,23-02-2015,cling film/bags,,TRUE
3469,9/2/2015,other vegetables,,FALSE
1601,9/12/2015,whole milk,,FALSE
4040,3/3/2015,sausage,,FALSE
3926,7/6/2015,sausage,,FALSE
4201,14-10-2015,tropical fruit,,TRUE
4274,30-09-2015,frankfurter,,TRUE
2665,13-04-2015,frozen potato products,,TRUE
3153,8/10/2015,frankfurter,,FALSE
2691,7/9/2015,frankfurter,,FALSE
4022,31-07-2015,chicken,,TRUE
3716,10/11/2015,tropical fruit,,FALSE
4537,12/10/2015,bottled beer,,FALSE
4875,11/6/2015,citrus fruit,,FALSE
3822,25-09-2015,hamburger meat,,TRUE
3609,12/12/2015,chicken,,FALSE
4428,23-08-2015,pork,,TRUE
3947,16-04-2015,rolls/buns,,TRUE
2448,17-08-2015,bottled water,,TRUE
2688,11/4/2015,sausage,,FALSE
3764,24-07-2015,frozen potato products,,TRUE
4523,24-08-2015,frankfurter,,TRUE
3698,30-08-2015,sausage,,TRUE
3898,21-08-2015,tropical fruit,,TRUE
1761,2/10/2015,bottled beer,,FALSE
2689,11/1/2015,bottled beer,,FALSE
1627,11/4/2015,rolls/buns,,FALSE
4629,16-11-2015,citrus fruit,,TRUE
2790,30-12-2015,yogurt,,TRUE
4496,23-01-2015,turkey,,TRUE
1934,27-02-2015,soda,,TRUE
2513,12/2/2015,canned beer,,FALSE
3298,28-01-2015,canned beer,,TRUE
4214,20-03-2015,sausage,,TRUE
2480,14-08-2015,pork,,TRUE
4962,29-03-2015,Instant food products,,TRUE
3960,20-06-2015,frankfurter,,TRUE
2074,23-01-2015,oil,,TRUE
2625,3/10/2015,chicken,,FALSE
1557,4/8/2015,beef,,FALSE
2007,28-08-2015,dessert,,TRUE
2120,7/10/2015,pork,,FALSE
4289,8/9/2015,curd,,FALSE
2356,31-01-2015,chicken,,TRUE
4301,30-09-2015,whipped/sour cream,,TRUE
2950,7/2/2015,frankfurter,,FALSE
2263,2/7/2015,frankfurter,,FALSE
3186,25-11-2015,liver loaf,,TRUE
2655,1/7/2015,pork,,FALSE
1491,18-06-2015,frankfurter,,TRUE
2069,10/2/2015,pork,,FALSE
3012,20-09-2015,pork,,TRUE
2681,24-02-2015,soda,,TRUE
4144,6/11/2015,root vegetables,,FALSE
3919,7/10/2015,whipped/sour cream,,FALSE
2777,1/6/2015,chocolate,,FALSE
4119,9/5/2015,whole milk,,FALSE
3597,23-06-2015,pork,,TRUE
2110,15-05-2015,coffee,,TRUE
3523,19-04-2015,rolls/buns,,TRUE
3364,14-09-2015,citrus fruit,,TRUE
3759,8/9/2015,citrus fruit,,FALSE
4014,15-11-2015,soda,,TRUE
3140,27-08-2015,cream cheese ,,TRUE
2787,24-06-2015,soda,,TRUE
2525,16-11-2015,chicken,,TRUE
2555,5/12/2015,frozen fish,,FALSE
2419,7/4/2015,sausage,,FALSE
4257,21-08-2015,beef,,TRUE
4267,16-06-2015,ham,,TRUE
2364,8/9/2015,chicken,,FALSE
4008,4/5/2015,herbs,,FALSE
1231,28-06-2015,grapes,,TRUE
1651,6/5/2015,tropical fruit,,FALSE
1371,11/5/2015,frankfurter,,FALSE
2501,9/9/2015,onions,,FALSE
1467,2/5/2015,sausage,,FALSE
1015,4/5/2015,citrus fruit,,FALSE
4697,10/2/2015,hamburger meat,,FALSE
2727,30-09-2015,frankfurter,,TRUE
3592,10/6/2015,sausage,,FALSE
1279,19-07-2015,root vegetables,,TRUE
1708,2/4/2015,oil,,FALSE
2305,5/1/2015,canned beer,,FALSE
3294,3/7/2015,newspapers,,FALSE
4147,16-09-2015,pip fruit,,TRUE
